URL,Кластер,Тип страницы,Основной запрос,Интент,Рекомендуемый объём,Рекомендуемые H2,Блоки на странице,Важные CTA,Schema.org,Внутренние ссылки (ядро),Приоритет
https://your-domain.ru/klining-moskva-yuvao,Главная/Общее: клининг Москва,Лендинг (главная услуга),клининг москва ЮВАО,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/klining-moskva-yuao,Главная/Общее: клининг Москва,Лендинг (главная услуга),клининг москва ЮАО,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/klining-moskva-yuzao,Главная/Общее: клининг Москва,Лендинг (главная услуга),клининг москва ЮЗАО,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/klining-moskva-zao,Главная/Общее: клининг Москва,Лендинг (главная услуга),клининг москва ЗАО,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/klining-moskva-szao,Главная/Общее: клининг Москва,Лендинг (главная услуга),клининг москва СЗАО,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/klining-zakazat-moskva,Прочее,Лендинг услуги,клининг заказать москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/klining-nedorogo-moskva,Прочее,Лендинг услуги,клининг недорого москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/klining-srochno-moskva,Прочее,Лендинг услуги,клининг срочно москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/klining-24-7-moskva,Прочее,Лендинг услуги,клининг 24/7 москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/klining-cena-moskva,Цены и калькулятор,Цены и калькулятор,клининг цена москва,Коммерческий (цены/сравнение),1000–1500 слов,Онлайн-калькулятор стоимости | Тарифы и скидки | Что влияет на цену | Что входит/не входит | Примеры смет | FAQ по оплате и гарантиям | CTA: «Рассчитать стоимость»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Offer, Organization, Product","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/klining-stoimost-moskva,Цены и калькулятор,Цены и калькулятор,клининг стоимость москва,Коммерческий (цены/сравнение),1000–1500 слов,Онлайн-калькулятор стоимости | Тарифы и скидки | Что влияет на цену | Что входит/не входит | Примеры смет | FAQ по оплате и гарантиям | CTA: «Рассчитать стоимость»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Offer, Organization, Product","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/uborka-kvartiry-cena-moskva,Цены и калькулятор,Цены и калькулятор,уборка квартиры цена москва,Коммерческий (цены/сравнение),1000–1500 слов,Онлайн-калькулятор стоимости | Тарифы и скидки | Что влияет на цену | Что входит/не входит | Примеры смет | FAQ по оплате и гарантиям | CTA: «Рассчитать стоимость»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Offer, Organization, Product","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/uborka-ofisov-cena-moskva,Цены и калькулятор,Цены и калькулятор,уборка офисов цена москва,Коммерческий (цены/сравнение),1000–1500 слов,Онлайн-калькулятор стоимости | Тарифы и скидки | Что влияет на цену | Что входит/не входит | Примеры смет | FAQ по оплате и гарантиям | CTA: «Рассчитать стоимость»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Offer, Organization, Product","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/moyka-okon-cena-moskva,Цены и калькулятор,Цены и калькулятор,мойка окон цена москва,Коммерческий (цены/сравнение),1000–1500 слов,Онлайн-калькулятор стоимости | Тарифы и скидки | Что влияет на цену | Что входит/не входит | Примеры смет | FAQ по оплате и гарантиям | CTA: «Рассчитать стоимость»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Offer, Organization, Product","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/uborka-cena-za-chas-moskva,Цены и калькулятор,Цены и калькулятор,уборка цена за час москва,Коммерческий (цены/сравнение),1000–1500 слов,Онлайн-калькулятор стоимости | Тарифы и скидки | Что влияет на цену | Что входит/не входит | Примеры смет | FAQ по оплате и гарантиям | CTA: «Рассчитать стоимость»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Offer, Organization, Product","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/uborka-stoimost-za-m2-moskva,Цены и калькулятор,Цены и калькулятор,уборка стоимость за м2 москва,Коммерческий (цены/сравнение),1000–1500 слов,Онлайн-калькулятор стоимости | Тарифы и скидки | Что влияет на цену | Что входит/не входит | Примеры смет | FAQ по оплате и гарантиям | CTA: «Рассчитать стоимость»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Offer, Organization, Product","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/besplatnyy-vyezd-ocenschika-moskva,Цены и калькулятор,Цены и калькулятор,бесплатный выезд оценщика москва,Коммерческий (цены/сравнение),1000–1500 слов,Онлайн-калькулятор стоимости | Тарифы и скидки | Что влияет на цену | Что входит/не входит | Примеры смет | FAQ по оплате и гарантиям | CTA: «Рассчитать стоимость»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Offer, Organization, Product","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/raschet-stoimosti-uborki-moskva,Цены и калькулятор,Цены и калькулятор,расчет стоимости уборки москва,Коммерческий (цены/сравнение),1000–1500 слов,Онлайн-калькулятор стоимости | Тарифы и скидки | Что влияет на цену | Что входит/не входит | Примеры смет | FAQ по оплате и гарантиям | CTA: «Рассчитать стоимость»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Offer, Organization, Product","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/klining-s-vyezdom-moskva,Дома/Коттеджи: общая,Лендинг услуги,клининг с выездом москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/uborka-doma-moskva,Дома/Коттеджи: общая,Лендинг услуги,уборка дома москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/uborka-kottedzha-moskva,Дома/Коттеджи: общая,Лендинг услуги,уборка коттеджа москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/uborka-taunhausa-moskva,Дома/Коттеджи: общая,Лендинг услуги,уборка таунхауса москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/uborka-dachi-moskva,Дома/Коттеджи: общая,Лендинг услуги,уборка дачи москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/poslesdachnaya-uborka-moskva,Дома/Коттеджи: общая,Лендинг услуги,послесдачная уборка москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/uborka-posle-domashnih-zhivotnyh-moskva,Дома/Коттеджи: общая,Лендинг услуги,уборка после домашних животных москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/uborka-kvartiry-moskva,Квартиры: общая,Лендинг услуги,уборка квартиры москва,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
